,Insurer,FY,Category,Gross Premium,Net Premium
1167,STEAMSHIP MUTUAL,2020,Non-Proportional Treaty Reinsurance,0,0
1168,STEAMSHIP MUTUAL,2020,Proportional Treaty Reinsurance,0,0
1169,STEAMSHIP MUTUAL,2020,Total,171576,39733
1170,Sun Hung Kai,2020,Accident & Health,42333,25441
1171,Sun Hung Kai,2020,Motor Vehicle,23537,0
1172,Sun Hung Kai,2020,Aircraft,0,0
1173,Sun Hung Kai,2020,Ships,0,0
1174,Sun Hung Kai,2020,Goods in Transit,63,2
1175,Sun Hung Kai,2020,Property Damage,145139,1608
1176,Sun Hung Kai,2020,Employees Compensation,346707,221979
1177,Sun Hung Kai,2020,Owners Corporation Liability,3788,3604
1178,Sun Hung Kai,2020,Other Business,65351,31805
1179,Sun Hung Kai,2020,Pecuniary Loss,8854,258
1180,Sun Hung Kai,2020,Non-Proportional Treaty Reinsurance,0,0
1181,Sun Hung Kai,2020,Proportional Treaty Reinsurance,0,0
1182,Sun Hung Kai,2020,Total,635772,284697
1183,Swiss Re (Asia),2020,Accident & Health,57151,57151
1184,Swiss Re (Asia),2020,Motor Vehicle,77134,77155
1185,Swiss Re (Asia),2020,Aircraft,0,0
1186,Swiss Re (Asia),2020,Ships,33780,33780
1187,Swiss Re (Asia),2020,Goods in Transit,30845,30845
1188,Swiss Re (Asia),2020,Property Damage,560038,559323
1189,Swiss Re (Asia),2020,Employees Compensation,0,0
1190,Swiss Re (Asia),2020,Owners Corporation Liability,0,0
1191,Swiss Re (Asia),2020,Other Business,233008,232994
1192,Swiss Re (Asia),2020,Pecuniary Loss,6839,6839
1193,Swiss Re (Asia),2020,Non-Proportional Treaty Reinsurance,0,0
1194,Swiss Re (Asia),2020,Proportional Treaty Reinsurance,0,0
1195,Swiss Re (Asia),2020,Total,998795,998087
1196,Swiss Re Int'l SE,2020,Accident & Health,0,0
1197,Swiss Re Int'l SE,2020,Motor Vehicle,0,0
1198,Swiss Re Int'l SE,2020,Aircraft,0,0
1199,Swiss Re Int'l SE,2020,Ships,0,0
1200,Swiss Re Int'l SE,2020,Goods in Transit,0,0
1201,Swiss Re Int'l SE,2020,Property Damage,94292,7751
1202,Swiss Re Int'l SE,2020,Employees Compensation,84134,0
1203,Swiss Re Int'l SE,2020,Owners Corporation Liability,0,0
1204,Swiss Re Int'l SE,2020,Other Business,18229,1423
1205,Swiss Re Int'l SE,2020,Pecuniary Loss,0,-3
1206,Swiss Re Int'l SE,2020,Non-Proportional Treaty Reinsurance,0,0
1207,Swiss Re Int'l SE,2020,Proportional Treaty Reinsurance,0,0
1208,Swiss Re Int'l SE,2020,Total,196655,9171
1209,TPRe,2020,Accident & Health,112929,102255
1210,TPRe,2020,Motor Vehicle,17681,17678
1211,TPRe,2020,Aircraft,2669,2537
1212,TPRe,2020,Ships,92953,19610
1213,TPRe,2020,Goods in Transit,21109,7863
1214,TPRe,2020,Property Damage,603893,340750
1215,TPRe,2020,Employees Compensation,0,0
1216,TPRe,2020,Owners Corporation Liability,0,0
1217,TPRe,2020,Other Business,121688,29714
1218,TPRe,2020,Pecuniary Loss,13580,12780
1219,TPRe,2020,Non-Proportional Treaty Reinsurance,124536,105062
1220,TPRe,2020,Proportional Treaty Reinsurance,423568,319195
1221,TPRe,2020,Total,1534606,957444
1222,Target,2020,Accident & Health,1327,840
1223,Target,2020,Motor Vehicle,435891,363552
1224,Target,2020,Aircraft,0,0
1225,Target,2020,Ships,2,2
1226,Target,2020,Goods in Transit,20,20
1227,Target,2020,Property Damage,24305,20112
1228,Target,2020,Employees Compensation,92720,85315
1229,Target,2020,Owners Corporation Liability,0,0
1230,Target,2020,Other Business,4519,3959
1231,Target,2020,Pecuniary Loss,213,190
1232,Target,2020,Non-Proportional Treaty Reinsurance,554,554
1233,Target,2020,Proportional Treaty Reinsurance,0,0
1234,Target,2020,Total,559551,474544
1235,Toa Re,2020,Accident & Health,10641,9880
1236,Toa Re,2020,Motor Vehicle,5206,4986
1237,Toa Re,2020,Aircraft,0,0
1238,Toa Re,2020,Ships,300,292
1239,Toa Re,2020,Goods in Transit,2237,2171
1240,Toa Re,2020,Property Damage,72199,69209
1241,Toa Re,2020,Employees Compensation,0,0
1242,Toa Re,2020,Owners Corporation Liability,0,0
1243,Toa Re,2020,Other Business,31760,30852
1244,Toa Re,2020,Pecuniary Loss,97,97
1245,Toa Re,2020,Non-Proportional Treaty Reinsurance,0,0
1246,Toa Re,2020,Proportional Treaty Reinsurance,0,0
1247,Toa Re,2020,Total,122440,117487
1248,TMF (HK),2020,Accident & Health,43840,42994
1249,TMF (HK),2020,Motor Vehicle,31383,23227
1250,TMF (HK),2020,Aircraft,0,0
1251,TMF (HK),2020,Ships,2711,737
1252,TMF (HK),2020,Goods in Transit,56471,43055
1253,TMF (HK),2020,Property Damage,68165,43762
1254,TMF (HK),2020,Employees Compensation,124732,109496
1255,TMF (HK),2020,Owners Corporation Liability,71,67
1256,TMF (HK),2020,Other Business,40852,27726
1257,TMF (HK),2020,Pecuniary Loss,19552,3096
1258,TMF (HK),2020,Non-Proportional Treaty Reinsurance,0,0
1259,TMF (HK),2020,Proportional Treaty Reinsurance,0,0
1260,TMF (HK),2020,Total,387777,294160
1261,Transatlantic Re,2020,Accident & Health,0,0
1262,Transatlantic Re,2020,Motor Vehicle,0,0
1263,Transatlantic Re,2020,Aircraft,0,0
1264,Transatlantic Re,2020,Ships,0,0
1265,Transatlantic Re,2020,Goods in Transit,0,0
1266,Transatlantic Re,2020,Property Damage,18351,14446
1267,Transatlantic Re,2020,Employees Compensation,0,0
1268,Transatlantic Re,2020,Owners Corporation Liability,0,0
1269,Transatlantic Re,2020,Other Business,62,50
1270,Transatlantic Re,2020,Pecuniary Loss,0,0
1271,Transatlantic Re,2020,Non-Proportional Treaty Reinsurance,3792,3792
1272,Transatlantic Re,2020,Proportional Treaty Reinsurance,58858,58858
1273,Transatlantic Re,2020,Total,81063,77146
1274,Trinity,2020,Accident & Health,1325,191
1275,Trinity,2020,Motor Vehicle,123524,109972
1276,Trinity,2020,Aircraft,0,0
1277,Trinity,2020,Ships,0,0
1278,Trinity,2020,Goods in Transit,177,43
1279,Trinity,2020,Property Damage,743,244
1280,Trinity,2020,Employees Compensation,0,0
1281,Trinity,2020,Owners Corporation Liability,451,399
1282,Trinity,2020,Other Business,473,420
1283,Trinity,2020,Pecuniary Loss,0,0
1284,Trinity,2020,Non-Proportional Treaty Reinsurance,0,0
1285,Trinity,2020,Proportional Treaty Reinsurance,0,0
1286,Trinity,2020,Total,126693,111269
1287,TT Club,2020,Accident & Health,0,0
1288,TT Club,2020,Motor Vehicle,0,0
1289,TT Club,2020,Aircraft,0,0
1290,TT Club,2020,Ships,0,0
1291,TT Club,2020,Goods in Transit,0,0
1292,TT Club,2020,Property Damage,2089,419
1293,TT Club,2020,Employees Compensation,0,0
1294,TT Club,2020,Owners Corporation Liability,0,0
1295,TT Club,2020,Other Business,232374,36995
1296,TT Club,2020,Pecuniary Loss,0,0
1297,TT Club,2020,Non-Proportional Treaty Reinsurance,0,0
1298,TT Club,2020,Proportional Treaty Reinsurance,0,0
1299,TT Club,2020,Total,234463,37414
1300,Tugu,2020,Accident & Health,44,27
1301,Tugu,2020,Motor Vehicle,758,418
1302,Tugu,2020,Aircraft,0,0
1303,Tugu,2020,Ships,3325,2713
1304,Tugu,2020,Goods in Transit,3628,1451
1305,Tugu,2020,Property Damage,25757,3588
1306,Tugu,2020,Employees Compensation,42,-50
1307,Tugu,2020,Owners Corporation Liability,12,9
1308,Tugu,2020,Other Business,123,202
1309,Tugu,2020,Pecuniary Loss,8133,284
1310,Tugu,2020,Non-Proportional Treaty Reinsurance,0,0
1311,Tugu,2020,Proportional Treaty Reinsurance,0,0
1312,Tugu,2020,Total,41822,8642
1313,United Builders,2020,Accident & Health,22,5
1314,United Builders,2020,Motor Vehicle,0,0
1315,United Builders,2020,Aircraft,0,0
1316,United Builders,2020,Ships,0,0
1317,United Builders,2020,Goods in Transit,0,0
1318,United Builders,2020,Property Damage,991,461
1319,United Builders,2020,Employees Compensation,29917,24068
1320,United Builders,2020,Owners Corporation Liability,0,0
1321,United Builders,2020,Other Business,7117,4637
1322,United Builders,2020,Pecuniary Loss,555,95
1323,United Builders,2020,Non-Proportional Treaty Reinsurance,0,0
1324,United Builders,2020,Proportional Treaty Reinsurance,0,0
1325,United Builders,2020,Total,38602,29266
1326,UK P&I Club,2020,Accident & Health,0,0
1327,UK P&I Club,2020,Motor Vehicle,0,0
1328,UK P&I Club,2020,Aircraft,0,0
1329,UK P&I Club,2020,Ships,42825,8839
1330,UK P&I Club,2020,Goods in Transit,0,0
1331,UK P&I Club,2020,Property Damage,0,0
1332,UK P&I Club,2020,Employees Compensation,0,0
1333,UK P&I Club,2020,Owners Corporation Liability,0,0
1334,UK P&I Club,2020,Other Business,0,0
1335,UK P&I Club,2020,Pecuniary Loss,0,0
1336,UK P&I Club,2020,Non-Proportional Treaty Reinsurance,0,0
1337,UK P&I Club,2020,Proportional Treaty Reinsurance,0,0
1338,UK P&I Club,2020,Total,42825,8839
1339,Well Link Insurance,2020,Accident & Health,735,427
1340,Well Link Insurance,2020,Motor Vehicle,62090,57398
1341,Well Link Insurance,2020,Aircraft,0,0
1342,Well Link Insurance,2020,Ships,0,0
1343,Well Link Insurance,2020,Goods in Transit,0,0
1344,Well Link Insurance,2020,Property Damage,4268,1614
1345,Well Link Insurance,2020,Employees Compensation,29887,28104
1346,Well Link Insurance,2020,Owners Corporation Liability,7,6
1347,Well Link Insurance,2020,Other Business,4944,4551
1348,Well Link Insurance,2020,Pecuniary Loss,0,0
1349,Well Link Insurance,2020,Non-Proportional Treaty Reinsurance,0,0
1350,Well Link Insurance,2020,Proportional Treaty Reinsurance,0,0
1351,Well Link Insurance,2020,Total,101931,92100
1352,West of England ,2020,Accident & Health,0,0
1353,West of England ,2020,Motor Vehicle,0,0
1354,West of England ,2020,Aircraft,0,0
1355,West of England ,2020,Ships,469903,132814
1356,West of England ,2020,Goods in Transit,0,0
1357,West of England ,2020,Property Damage,0,0
1358,West of England ,2020,Employees Compensation,0,0
1359,West of England ,2020,Owners Corporation Liability,0,0
1360,West of England ,2020,Other Business,0,0
1361,West of England ,2020,Pecuniary Loss,0,0
1362,West of England ,2020,Non-Proportional Treaty Reinsurance,0,0
1363,West of England ,2020,Proportional Treaty Reinsurance,0,0
1364,West of England ,2020,Total,469903,132814
1365,XL Insurance,2020,Accident & Health,3860,1001
1366,XL Insurance,2020,Motor Vehicle,0,0
1367,XL Insurance,2020,Aircraft,0,0
1368,XL Insurance,2020,Ships,106908,29448
1369,XL Insurance,2020,Goods in Transit,291878,68264
1370,XL Insurance,2020,Property Damage,799470,99401
1371,XL Insurance,2020,Employees Compensation,0,0
1372,XL Insurance,2020,Owners Corporation Liability,0,0
1373,XL Insurance,2020,Other Business,382866,64951
1374,XL Insurance,2020,Pecuniary Loss,1236,482
1375,XL Insurance,2020,Non-Proportional Treaty Reinsurance,0,0
1376,XL Insurance,2020,Proportional Treaty Reinsurance,0,0
1377,XL Insurance,2020,Total,1586218,263547
1378,ZGIHK,2020,Accident & Health,0,0
1379,ZGIHK,2020,Motor Vehicle,0,0
1380,ZGIHK,2020,Aircraft,0,0
1381,ZGIHK,2020,Ships,0,0
1382,ZGIHK,2020,Goods in Transit,0,0
1383,ZGIHK,2020,Property Damage,0,0
1384,ZGIHK,2020,Employees Compensation,0,0
1385,ZGIHK,2020,Owners Corporation Liability,0,0
1386,ZGIHK,2020,Other Business,0,0
1387,ZGIHK,2020,Pecuniary Loss,0,0
1388,ZGIHK,2020,Non-Proportional Treaty Reinsurance,0,0
1389,ZGIHK,2020,Proportional Treaty Reinsurance,0,0
1390,ZGIHK,2020,Total,0,0
1391,Zurich Insurance,2020,Accident & Health,288626,182755
1392,Zurich Insurance,2020,Motor Vehicle,290401,185210
1393,Zurich Insurance,2020,Aircraft,0,0
1394,Zurich Insurance,2020,Ships,9694,6112
1395,Zurich Insurance,2020,Goods in Transit,36941,16381
1396,Zurich Insurance,2020,Property Damage,384049,165171
1397,Zurich Insurance,2020,Employees Compensation,761469,499606
1398,Zurich Insurance,2020,Owners Corporation Liability,5314,3625
1399,Zurich Insurance,2020,Other Business,406450,213337
1400,Zurich Insurance,2020,Pecuniary Loss,67812,22356
1401,Zurich Insurance,2020,Non-Proportional Treaty Reinsurance,0,0
1402,Zurich Insurance,2020,Proportional Treaty Reinsurance,0,0
1403,Zurich Insurance,2020,Total,2250756,1294553
0,ABCI,2021,Accident & Health,2844,614
1,ABCI,2021,Motor Vehicle,108594,6987
2,ABCI,2021,Aircraft,0,0
3,ABCI,2021,Ships,0,0
4,ABCI,2021,Goods in Transit,10936,570
5,ABCI,2021,Property Damage,114917,13523
6,ABCI,2021,Employees Compensation,9834,8403
7,ABCI,2021,Owners Corporation Liability,1571,108
8,ABCI,2021,Other Business,10310,2332
9,ABCI,2021,Pecuniary Loss,731,230
10,ABCI,2021,Non-Proportional Treaty Reinsurance,0,0
11,ABCI,2021,Proportional Treaty Reinsurance,0,0
12,ABCI,2021,Total,259737,32767
13,Aetna,2021,Accident & Health,435520,429691
14,Aetna,2021,Motor Vehicle,0,0
15,Aetna,2021,Aircraft,0,0
16,Aetna,2021,Ships,0,0
17,Aetna,2021,Goods in Transit,0,0
18,Aetna,2021,Property Damage,0,0
19,Aetna,2021,Employees Compensation,0,0
20,Aetna,2021,Owners Corporation Liability,0,0
21,Aetna,2021,Other Business,0,0
22,Aetna,2021,Pecuniary Loss,0,0
23,Aetna,2021,Non-Proportional Treaty Reinsurance,0,0
24,Aetna,2021,Proportional Treaty Reinsurance,0,0
25,Aetna,2021,Total,435520,429691
26,AIA (HK),2021,Accident & Health,189400,172492
27,AIA (HK),2021,Motor Vehicle,0,0
28,AIA (HK),2021,Aircraft,0,0
29,AIA (HK),2021,Ships,0,0
30,AIA (HK),2021,Goods in Transit,0,0
31,AIA (HK),2021,Property Damage,13270,13270
32,AIA (HK),2021,Employees Compensation,1602,1602
33,AIA (HK),2021,Owners Corporation Liability,0,0
34,AIA (HK),2021,Other Business,3729,3729
35,AIA (HK),2021,Pecuniary Loss,0,0
36,AIA (HK),2021,Non-Proportional Treaty Reinsurance,0,0
37,AIA (HK),2021,Proportional Treaty Reinsurance,0,0
38,AIA (HK),2021,Total,208001,191093
39,AIA International,2021,Accident & Health,1701065,1258429
40,AIA International,2021,Motor Vehicle,0,0
41,AIA International,2021,Aircraft,0,0
42,AIA International,2021,Ships,0,0
43,AIA International,2021,Goods in Transit,0,0
44,AIA International,2021,Property Damage,0,0
45,AIA International,2021,Employees Compensation,0,0
46,AIA International,2021,Owners Corporation Liability,0,0
47,AIA International,2021,Other Business,0,0
48,AIA International,2021,Pecuniary Loss,0,0
49,AIA International,2021,Non-Proportional Treaty Reinsurance,0,0
50,AIA International,2021,Proportional Treaty Reinsurance,0,0
51,AIA International,2021,Total,1701065,1258429
52,AIG Insurance HK,2021,Accident & Health,255768,105258
53,AIG Insurance HK,2021,Motor Vehicle,205539,73099
54,AIG Insurance HK,2021,Aircraft,0,0
55,AIG Insurance HK,2021,Ships,730,300
56,AIG Insurance HK,2021,Goods in Transit,19695,8082
57,AIG Insurance HK,2021,Property Damage,209289,61649
58,AIG Insurance HK,2021,Employees Compensation,663824,286641
59,AIG Insurance HK,2021,Owners Corporation Liability,138,62
60,AIG Insurance HK,2021,Other Business,176171,69577
61,AIG Insurance HK,2021,Pecuniary Loss,413516,160318
62,AIG Insurance HK,2021,Non-Proportional Treaty Reinsurance,0,0
63,AIG Insurance HK,2021,Proportional Treaty Reinsurance,0,0
64,AIG Insurance HK,2021,Total,1944670,764986
65,AGCS SE,2021,Accident & Health,9392,2574
66,AGCS SE,2021,Motor Vehicle,217472,0
67,AGCS SE,2021,Aircraft,1104,0
68,AGCS SE,2021,Ships,0,0
69,AGCS SE,2021,Goods in Transit,1863,727
70,AGCS SE,2021,Property Damage,312759,164185
71,AGCS SE,2021,Employees Compensation,159134,157861
72,AGCS SE,2021,Owners Corporation Liability,203,203
73,AGCS SE,2021,Other Business,466761,302546
74,AGCS SE,2021,Pecuniary Loss,35979,22470
75,AGCS SE,2021,Non-Proportional Treaty Reinsurance,0,0
76,AGCS SE,2021,Proportional Treaty Reinsurance,0,0
77,AGCS SE,2021,Total,1204667,650566
78,Allied World,2021,Accident & Health,27449,27476
79,Allied World,2021,Motor Vehicle,206359,138307
80,Allied World,2021,Aircraft,0,0
81,Allied World,2021,Ships,0,0
82,Allied World,2021,Goods in Transit,6855,8791
83,Allied World,2021,Property Damage,179013,59158
84,Allied World,2021,Employees Compensation,233999,231427
85,Allied World,2021,Owners Corporation Liability,60,60
86,Allied World,2021,Other Business,108607,88580
87,Allied World,2021,Pecuniary Loss,9839,5891
88,Allied World,2021,Non-Proportional Treaty Reinsurance,0,0
89,Allied World,2021,Proportional Treaty Reinsurance,0,0
90,Allied World,2021,Total,772181,559690
91,Arch MI Asia,2021,Accident & Health,0,0
92,Arch MI Asia,2021,Motor Vehicle,0,0
93,Arch MI Asia,2021,Aircraft,0,0
94,Arch MI Asia,2021,Ships,0,0
95,Arch MI Asia,2021,Goods in Transit,0,0
96,Arch MI Asia,2021,Property Damage,0,0
97,Arch MI Asia,2021,Employees Compensation,0,0
98,Arch MI Asia,2021,Owners Corporation Liability,0,0
99,Arch MI Asia,2021,Other Business,0,0
100,Arch MI Asia,2021,Pecuniary Loss,-319,-319
101,Arch MI Asia,2021,Non-Proportional Treaty Reinsurance,0,0
102,Arch MI Asia,2021,Proportional Treaty Reinsurance,0,0
103,Arch MI Asia,2021,Total,-319,-319
104,Asia Capital Re,2021,Accident & Health,640,640
105,Asia Capital Re,2021,Motor Vehicle,0,0
106,Asia Capital Re,2021,Aircraft,0,0
107,Asia Capital Re,2021,Ships,1320,981
108,Asia Capital Re,2021,Goods in Transit,-100,-73
109,Asia Capital Re,2021,Property Damage,-6450,-4378
110,Asia Capital Re,2021,Employees Compensation,0,0
111,Asia Capital Re,2021,Owners Corporation Liability,0,0
112,Asia Capital Re,2021,Other Business,2570,1386
113,Asia Capital Re,2021,Pecuniary Loss,0,0
114,Asia Capital Re,2021,Non-Proportional Treaty Reinsurance,0,0
115,Asia Capital Re,2021,Proportional Treaty Reinsurance,0,0
116,Asia Capital Re,2021,Total,-2020,-1444
117,Asia Insurance,2021,Accident & Health,119924,80662
118,Asia Insurance,2021,Motor Vehicle,217586,142404
119,Asia Insurance,2021,Aircraft,4219,4219
120,Asia Insurance,2021,Ships,40928,13376
121,Asia Insurance,2021,Goods in Transit,15477,10332
122,Asia Insurance,2021,Property Damage,663380,356985
123,Asia Insurance,2021,Employees Compensation,528224,463648
124,Asia Insurance,2021,Owners Corporation Liability,4592,1802
125,Asia Insurance,2021,Other Business,205024,78492
126,Asia Insurance,2021,Pecuniary Loss,83898,54165
127,Asia Insurance,2021,Non-Proportional Treaty Reinsurance,0,0
128,Asia Insurance,2021,Proportional Treaty Reinsurance,0,0
129,Asia Insurance,2021,Total,1883252,1206085
130,ASIA-PACIFIC P&C,2021,Accident & Health,6756,6625
131,ASIA-PACIFIC P&C,2021,Motor Vehicle,0,0
132,ASIA-PACIFIC P&C,2021,Aircraft,0,0
133,ASIA-PACIFIC P&C,2021,Ships,0,0
134,ASIA-PACIFIC P&C,2021,Goods in Transit,40,34
135,ASIA-PACIFIC P&C,2021,Property Damage,41444,20329
136,ASIA-PACIFIC P&C,2021,Employees Compensation,0,0
137,ASIA-PACIFIC P&C,2021,Owners Corporation Liability,0,0
138,ASIA-PACIFIC P&C,2021,Other Business,3076,3049
139,ASIA-PACIFIC P&C,2021,Pecuniary Loss,309,144
140,ASIA-PACIFIC P&C,2021,Non-Proportional Treaty Reinsurance,0,0
141,ASIA-PACIFIC P&C,2021,Proportional Treaty Reinsurance,0,0
142,ASIA-PACIFIC P&C,2021,Total,51625,30181
143,Generali,2021,Accident & Health,506505,492889
144,Generali,2021,Motor Vehicle,2,2
145,Generali,2021,Aircraft,0,0
146,Generali,2021,Ships,22262,2297
147,Generali,2021,Goods in Transit,35902,15968
148,Generali,2021,Property Damage,693433,272973
149,Generali,2021,Employees Compensation,106745,103709
150,Generali,2021,Owners Corporation Liability,1,0
151,Generali,2021,Other Business,260445,54949
152,Generali,2021,Pecuniary Loss,109875,15183
153,Generali,2021,Non-Proportional Treaty Reinsurance,0,0
154,Generali,2021,Proportional Treaty Reinsurance,0,0
155,Generali,2021,Total,1735170,957970
156,Gard P&I,2021,Accident & Health,0,0
157,Gard P&I,2021,Motor Vehicle,0,0
158,Gard P&I,2021,Aircraft,0,0
159,Gard P&I,2021,Ships,386750,202847
160,Gard P&I,2021,Goods in Transit,0,0
161,Gard P&I,2021,Property Damage,0,0
162,Gard P&I,2021,Employees Compensation,0,0
163,Gard P&I,2021,Owners Corporation Liability,0,0
164,Gard P&I,2021,Other Business,0,0
165,Gard P&I,2021,Pecuniary Loss,0,0
166,Gard P&I,2021,Non-Proportional Treaty Reinsurance,0,0
167,Gard P&I,2021,Proportional Treaty Reinsurance,0,0
168,Gard P&I,2021,Total,386750,202847
169,Skuld,2021,Accident & Health,0,0
170,Skuld,2021,Motor Vehicle,0,0
171,Skuld,2021,Aircraft,0,0
172,Skuld,2021,Ships,349736,108128
173,Skuld,2021,Goods in Transit,0,0
174,Skuld,2021,Property Damage,0,0
175,Skuld,2021,Employees Compensation,0,0
176,Skuld,2021,Owners Corporation Liability,0,0
177,Skuld,2021,Other Business,0,0
178,Skuld,2021,Pecuniary Loss,0,0
179,Skuld,2021,Non-Proportional Treaty Reinsurance,0,0
180,Skuld,2021,Proportional Treaty Reinsurance,0,0
181,Skuld,2021,Total,349736,108128
182,ACyC,2021,Accident & Health,0,0
183,ACyC,2021,Motor Vehicle,0,0
184,ACyC,2021,Aircraft,0,0
185,ACyC,2021,Ships,0,0
186,ACyC,2021,Goods in Transit,0,0
187,ACyC,2021,Property Damage,0,0
188,ACyC,2021,Employees Compensation,0,0
189,ACyC,2021,Owners Corporation Liability,0,0
