,Insurer,FY,Category,Gross Claims Paid,Net Claims Paid
141,ASIA-PACIFIC P&C,2021,Proportional Treaty Reinsurance,0,0
142,ASIA-PACIFIC P&C,2021,Total,31213,19812
143,Generali,2021,Accident & Health,410396,388506
144,Generali,2021,Motor Vehicle,983,983
145,Generali,2021,Aircraft,0,0
146,Generali,2021,Ships,20281,6331
147,Generali,2021,Goods in Transit,17377,13425
148,Generali,2021,Property Damage,246877,229804
149,Generali,2021,Employees Compensation,103606,32137
150,Generali,2021,Owners Corporation Liability,0,0
151,Generali,2021,Other Business,37668,35975
152,Generali,2021,Pecuniary Loss,31309,29890
153,Generali,2021,Non-Proportional Treaty Reinsurance,0,0
154,Generali,2021,Proportional Treaty Reinsurance,0,0
155,Generali,2021,Total,868497,737051
156,Gard P&I,2021,Accident & Health,0,0
157,Gard P&I,2021,Motor Vehicle,0,0
158,Gard P&I,2021,Aircraft,0,0
159,Gard P&I,2021,Ships,171378,142203
160,Gard P&I,2021,Goods in Transit,0,0
161,Gard P&I,2021,Property Damage,0,0
162,Gard P&I,2021,Employees Compensation,0,0
163,Gard P&I,2021,Owners Corporation Liability,0,0
164,Gard P&I,2021,Other Business,0,0
165,Gard P&I,2021,Pecuniary Loss,0,0
166,Gard P&I,2021,Non-Proportional Treaty Reinsurance,0,0
167,Gard P&I,2021,Proportional Treaty Reinsurance,0,0
168,Gard P&I,2021,Total,171378,142203
169,Skuld,2021,Accident & Health,0,0
170,Skuld,2021,Motor Vehicle,0,0
171,Skuld,2021,Aircraft,0,0
172,Skuld,2021,Ships,347297,83885
173,Skuld,2021,Goods in Transit,0,0
174,Skuld,2021,Property Damage,0,0
175,Skuld,2021,Employees Compensation,0,0
176,Skuld,2021,Owners Corporation Liability,0,0
177,Skuld,2021,Other Business,0,0
178,Skuld,2021,Pecuniary Loss,0,0
179,Skuld,2021,Non-Proportional Treaty Reinsurance,0,0
180,Skuld,2021,Proportional Treaty Reinsurance,0,0
181,Skuld,2021,Total,347297,83885
182,ACyC,2021,Accident & Health,0,0
183,ACyC,2021,Motor Vehicle,0,0
184,ACyC,2021,Aircraft,0,0
185,ACyC,2021,Ships,0,0
186,ACyC,2021,Goods in Transit,0,0
187,ACyC,2021,Property Damage,0,0
188,ACyC,2021,Employees Compensation,0,0
189,ACyC,2021,Owners Corporation Liability,0,0
190,ACyC,2021,Other Business,0,0
191,ACyC,2021,Pecuniary Loss,10401,5330
192,ACyC,2021,Non-Proportional Treaty Reinsurance,0,0
193,ACyC,2021,Proportional Treaty Reinsurance,0,0
194,ACyC,2021,Total,10401,5330
195,Avo Insurance,2021,Accident & Health,2,1
196,Avo Insurance,2021,Motor Vehicle,0,0
197,Avo Insurance,2021,Aircraft,0,0
198,Avo Insurance,2021,Ships,0,0
199,Avo Insurance,2021,Goods in Transit,0,0
200,Avo Insurance,2021,Property Damage,2,2
201,Avo Insurance,2021,Employees Compensation,0,0
202,Avo Insurance,2021,Owners Corporation Liability,0,0
203,Avo Insurance,2021,Other Business,0,0
204,Avo Insurance,2021,Pecuniary Loss,1,1
205,Avo Insurance,2021,Non-Proportional Treaty Reinsurance,0,0
206,Avo Insurance,2021,Proportional Treaty Reinsurance,0,0
207,Avo Insurance,2021,Total,5,4
208,AXA China (Bermuda),2021,Accident & Health,96603,96603
209,AXA China (Bermuda),2021,Motor Vehicle,3,2
210,AXA China (Bermuda),2021,Aircraft,0,0
211,AXA China (Bermuda),2021,Ships,0,0
212,AXA China (Bermuda),2021,Goods in Transit,51,51
213,AXA China (Bermuda),2021,Property Damage,0,0
214,AXA China (Bermuda),2021,Employees Compensation,1672,1406
215,AXA China (Bermuda),2021,Owners Corporation Liability,0,0
216,AXA China (Bermuda),2021,Other Business,0,0
217,AXA China (Bermuda),2021,Pecuniary Loss,0,0
218,AXA China (Bermuda),2021,Non-Proportional Treaty Reinsurance,0,0
219,AXA China (Bermuda),2021,Proportional Treaty Reinsurance,0,0
220,AXA China (Bermuda),2021,Total,98329,98062
221,AXA China (HK),2021,Accident & Health,867049,534212
222,AXA China (HK),2021,Motor Vehicle,0,0
223,AXA China (HK),2021,Aircraft,0,0
224,AXA China (HK),2021,Ships,0,0
225,AXA China (HK),2021,Goods in Transit,0,0
226,AXA China (HK),2021,Property Damage,0,0
227,AXA China (HK),2021,Employees Compensation,0,0
228,AXA China (HK),2021,Owners Corporation Liability,0,0
229,AXA China (HK),2021,Other Business,0,0
230,AXA China (HK),2021,Pecuniary Loss,0,0
231,AXA China (HK),2021,Non-Proportional Treaty Reinsurance,0,0
232,AXA China (HK),2021,Proportional Treaty Reinsurance,0,0
233,AXA China (HK),2021,Total,867049,534212
234,AXA General,2021,Accident & Health,2216109,1357458
235,AXA General,2021,Motor Vehicle,276543,264342
236,AXA General,2021,Aircraft,0,0
237,AXA General,2021,Ships,16170,9791
238,AXA General,2021,Goods in Transit,18675,9152
239,AXA General,2021,Property Damage,232648,45429
240,AXA General,2021,Employees Compensation,308840,306521
241,AXA General,2021,Owners Corporation Liability,73,73
242,AXA General,2021,Other Business,61881,60675
243,AXA General,2021,Pecuniary Loss,31568,1223
244,AXA General,2021,Non-Proportional Treaty Reinsurance,0,0
245,AXA General,2021,Proportional Treaty Reinsurance,0,0
246,AXA General,2021,Total,3162507,2054664
247,AXA Life,2021,Accident & Health,0,0
248,AXA Life,2021,Motor Vehicle,0,0
249,AXA Life,2021,Aircraft,0,0
250,AXA Life,2021,Ships,0,0
251,AXA Life,2021,Goods in Transit,0,0
252,AXA Life,2021,Property Damage,0,0
253,AXA Life,2021,Employees Compensation,0,0
254,AXA Life,2021,Owners Corporation Liability,0,0
255,AXA Life,2021,Other Business,0,0
256,AXA Life,2021,Pecuniary Loss,0,0
257,AXA Life,2021,Non-Proportional Treaty Reinsurance,0,0
258,AXA Life,2021,Proportional Treaty Reinsurance,0,0
259,AXA Life,2021,Total,0,0
260,BOC Group Insurance,2021,Accident & Health,438518,408419
261,BOC Group Insurance,2021,Motor Vehicle,164487,140301
262,BOC Group Insurance,2021,Aircraft,332,332
263,BOC Group Insurance,2021,Ships,33105,27527
264,BOC Group Insurance,2021,Goods in Transit,1298,892
265,BOC Group Insurance,2021,Property Damage,86897,22976
266,BOC Group Insurance,2021,Employees Compensation,191563,180395
267,BOC Group Insurance,2021,Owners Corporation Liability,0,0
268,BOC Group Insurance,2021,Other Business,32581,22372
269,BOC Group Insurance,2021,Pecuniary Loss,-368,-368
270,BOC Group Insurance,2021,Non-Proportional Treaty Reinsurance,0,0
271,BOC Group Insurance,2021,Proportional Treaty Reinsurance,0,0
272,BOC Group Insurance,2021,Total,948413,802846
273,BC Re,2021,Accident & Health,433,422
274,BC Re,2021,Motor Vehicle,4080,4080
275,BC Re,2021,Aircraft,0,0
276,BC Re,2021,Ships,0,-25
277,BC Re,2021,Goods in Transit,1,0
278,BC Re,2021,Property Damage,2320,1630
279,BC Re,2021,Employees Compensation,0,0
280,BC Re,2021,Owners Corporation Liability,0,0
281,BC Re,2021,Other Business,4115,3841
282,BC Re,2021,Pecuniary Loss,66,66
283,BC Re,2021,Non-Proportional Treaty Reinsurance,16938,14677
284,BC Re,2021,Proportional Treaty Reinsurance,43430,41219
285,BC Re,2021,Total,71383,65910
286,BE Re,2021,Accident & Health,421,421
287,BE Re,2021,Motor Vehicle,103,103
288,BE Re,2021,Aircraft,0,0
289,BE Re,2021,Ships,0,0
290,BE Re,2021,Goods in Transit,0,0
291,BE Re,2021,Property Damage,7861,7405
292,BE Re,2021,Employees Compensation,0,0
293,BE Re,2021,Owners Corporation Liability,0,0
294,BE Re,2021,Other Business,2060,2060
295,BE Re,2021,Pecuniary Loss,66,66
296,BE Re,2021,Non-Proportional Treaty Reinsurance,12389,10232
297,BE Re,2021,Proportional Treaty Reinsurance,42577,41631
298,BE Re,2021,Total,65477,61918
299,Berkley Insurance,2021,Accident & Health,375,375
300,Berkley Insurance,2021,Motor Vehicle,1449,1449
301,Berkley Insurance,2021,Aircraft,0,0
302,Berkley Insurance,2021,Ships,290,151
303,Berkley Insurance,2021,Goods in Transit,6230,3231
304,Berkley Insurance,2021,Property Damage,4410,4410
305,Berkley Insurance,2021,Employees Compensation,0,0
306,Berkley Insurance,2021,Owners Corporation Liability,0,0
307,Berkley Insurance,2021,Other Business,22465,22465
308,Berkley Insurance,2021,Pecuniary Loss,76,76
309,Berkley Insurance,2021,Non-Proportional Treaty Reinsurance,0,0
310,Berkley Insurance,2021,Proportional Treaty Reinsurance,0,0
311,Berkley Insurance,2021,Total,35295,32157
312,BHSI,2021,Accident & Health,18784,3757
313,BHSI,2021,Motor Vehicle,2424,485
314,BHSI,2021,Aircraft,0,0
315,BHSI,2021,Ships,0,0
316,BHSI,2021,Goods in Transit,853,170
317,BHSI,2021,Property Damage,10742,2148
318,BHSI,2021,Employees Compensation,141638,28328
319,BHSI,2021,Owners Corporation Liability,0,0
320,BHSI,2021,Other Business,137065,8394
321,BHSI,2021,Pecuniary Loss,5201,1040
322,BHSI,2021,Non-Proportional Treaty Reinsurance,0,0
323,BHSI,2021,Proportional Treaty Reinsurance,0,0
324,BHSI,2021,Total,316707,44322
325,Blue Cross,2021,Accident & Health,823890,802901
326,Blue Cross,2021,Motor Vehicle,350,4
327,Blue Cross,2021,Aircraft,0,0
328,Blue Cross,2021,Ships,0,0
329,Blue Cross,2021,Goods in Transit,0,0
330,Blue Cross,2021,Property Damage,15791,4946
331,Blue Cross,2021,Employees Compensation,17476,17188
332,Blue Cross,2021,Owners Corporation Liability,0,0
333,Blue Cross,2021,Other Business,4170,3849
334,Blue Cross,2021,Pecuniary Loss,6555,6533
335,Blue Cross,2021,Non-Proportional Treaty Reinsurance,0,0
336,Blue Cross,2021,Proportional Treaty Reinsurance,0,0
337,Blue Cross,2021,Total,868232,835421
338,Britannia Europe P&I,2021,Accident & Health,0,0
339,Britannia Europe P&I,2021,Motor Vehicle,0,0
340,Britannia Europe P&I,2021,Aircraft,0,0
341,Britannia Europe P&I,2021,Ships,0,0
342,Britannia Europe P&I,2021,Goods in Transit,0,0
343,Britannia Europe P&I,2021,Property Damage,0,0
344,Britannia Europe P&I,2021,Employees Compensation,0,0
345,Britannia Europe P&I,2021,Owners Corporation Liability,0,0
346,Britannia Europe P&I,2021,Other Business,0,0
347,Britannia Europe P&I,2021,Pecuniary Loss,0,0
348,Britannia Europe P&I,2021,Non-Proportional Treaty Reinsurance,0,0
349,Britannia Europe P&I,2021,Proportional Treaty Reinsurance,0,0
350,Britannia Europe P&I,2021,Total,0,0
351,Britannia P&I,2021,Accident & Health,0,0
352,Britannia P&I,2021,Motor Vehicle,0,0
353,Britannia P&I,2021,Aircraft,0,0
354,Britannia P&I,2021,Ships,83123,3904
355,Britannia P&I,2021,Goods in Transit,0,0
356,Britannia P&I,2021,Property Damage,0,0
357,Britannia P&I,2021,Employees Compensation,0,0
358,Britannia P&I,2021,Owners Corporation Liability,0,0
359,Britannia P&I,2021,Other Business,0,0
360,Britannia P&I,2021,Pecuniary Loss,0,0
361,Britannia P&I,2021,Non-Proportional Treaty Reinsurance,0,0
362,Britannia P&I,2021,Proportional Treaty Reinsurance,0,0
363,Britannia P&I,2021,Total,83123,3904
364,Bupa,2021,Accident & Health,3210737,2787380
365,Bupa,2021,Motor Vehicle,0,0
366,Bupa,2021,Aircraft,0,0
367,Bupa,2021,Ships,0,0
368,Bupa,2021,Goods in Transit,0,0
369,Bupa,2021,Property Damage,0,0
370,Bupa,2021,Employees Compensation,0,0
371,Bupa,2021,Owners Corporation Liability,0,0
372,Bupa,2021,Other Business,0,0
373,Bupa,2021,Pecuniary Loss,0,0
374,Bupa,2021,Non-Proportional Treaty Reinsurance,0,0
375,Bupa,2021,Proportional Treaty Reinsurance,0,0
376,Bupa,2021,Total,3210737,2787380
377,California Insurance,2021,Accident & Health,1931,1928
378,California Insurance,2021,Motor Vehicle,3064,2499
379,California Insurance,2021,Aircraft,0,0
380,California Insurance,2021,Ships,0,0
381,California Insurance,2021,Goods in Transit,0,0
382,California Insurance,2021,Property Damage,160,160
383,California Insurance,2021,Employees Compensation,34581,24376
384,California Insurance,2021,Owners Corporation Liability,0,0
385,California Insurance,2021,Other Business,526,58
386,California Insurance,2021,Pecuniary Loss,157,157
387,California Insurance,2021,Non-Proportional Treaty Reinsurance,0,0
388,California Insurance,2021,Proportional Treaty Reinsurance,0,0
389,California Insurance,2021,Total,40419,29178
390,CGN Captive,2021,Accident & Health,805,805
391,CGN Captive,2021,Motor Vehicle,0,0
392,CGN Captive,2021,Aircraft,0,0
393,CGN Captive,2021,Ships,0,0
394,CGN Captive,2021,Goods in Transit,0,0
395,CGN Captive,2021,Property Damage,4472,3591
396,CGN Captive,2021,Employees Compensation,0,0
397,CGN Captive,2021,Owners Corporation Liability,0,0
398,CGN Captive,2021,Other Business,1502,1502
399,CGN Captive,2021,Pecuniary Loss,0,0
400,CGN Captive,2021,Non-Proportional Treaty Reinsurance,0,0
401,CGN Captive,2021,Proportional Treaty Reinsurance,0,0
402,CGN Captive,2021,Total,6779,5898
403,Chevalier,2021,Accident & Health,1,1
404,Chevalier,2021,Motor Vehicle,307,302
405,Chevalier,2021,Aircraft,0,0
406,Chevalier,2021,Ships,0,0
407,Chevalier,2021,Goods in Transit,-82,-25
408,Chevalier,2021,Property Damage,14151,12468
409,Chevalier,2021,Employees Compensation,24627,21318
410,Chevalier,2021,Owners Corporation Liability,0,0
411,Chevalier,2021,Other Business,2632,1864
412,Chevalier,2021,Pecuniary Loss,52,32
413,Chevalier,2021,Non-Proportional Treaty Reinsurance,0,0
414,Chevalier,2021,Proportional Treaty Reinsurance,0,0
415,Chevalier,2021,Total,41688,35960
416,China BOCOM,2021,Accident & Health,8237,2514
417,China BOCOM,2021,Motor Vehicle,477,169
418,China BOCOM,2021,Aircraft,0,0
419,China BOCOM,2021,Ships,0,0
420,China BOCOM,2021,Goods in Transit,0,0
421,China BOCOM,2021,Property Damage,54189,2546
422,China BOCOM,2021,Employees Compensation,10845,3395
423,China BOCOM,2021,Owners Corporation Liability,0,0
424,China BOCOM,2021,Other Business,17249,2178
425,China BOCOM,2021,Pecuniary Loss,0,0
426,China BOCOM,2021,Non-Proportional Treaty Reinsurance,0,0
427,China BOCOM,2021,Proportional Treaty Reinsurance,0,0
428,China BOCOM,2021,Total,90997,10802
429,China Merchants,2021,Accident & Health,8231,7193
430,China Merchants,2021,Motor Vehicle,14858,14858
431,China Merchants,2021,Aircraft,0,0
432,China Merchants,2021,Ships,11207,1506
433,China Merchants,2021,Goods in Transit,443,399
434,China Merchants,2021,Property Damage,7999,1944
435,China Merchants,2021,Employees Compensation,20491,15657
436,China Merchants,2021,Owners Corporation Liability,0,0
437,China Merchants,2021,Other Business,1262,1242
438,China Merchants,2021,Pecuniary Loss,0,0
439,China Merchants,2021,Non-Proportional Treaty Reinsurance,0,0
440,China Merchants,2021,Proportional Treaty Reinsurance,0,0
441,China Merchants,2021,Total,64491,42799
442,China Overseas Insurance,2021,Accident & Health,0,0
443,China Overseas Insurance,2021,Motor Vehicle,1331,1107
444,China Overseas Insurance,2021,Aircraft,0,0
445,China Overseas Insurance,2021,Ships,0,0
446,China Overseas Insurance,2021,Goods in Transit,0,0
447,China Overseas Insurance,2021,Property Damage,2849,14
448,China Overseas Insurance,2021,Employees Compensation,169956,161785
449,China Overseas Insurance,2021,Owners Corporation Liability,0,0
450,China Overseas Insurance,2021,Other Business,4304,377
451,China Overseas Insurance,2021,Pecuniary Loss,0,0
452,China Overseas Insurance,2021,Non-Proportional Treaty Reinsurance,0,0
453,China Overseas Insurance,2021,Proportional Treaty Reinsurance,0,0
454,China Overseas Insurance,2021,Total,178440,163283
455,China Pacific,2021,Accident & Health,381,326
456,China Pacific,2021,Motor Vehicle,47031,34107
457,China Pacific,2021,Aircraft,6199,1189
458,China Pacific,2021,Ships,353,347
459,China Pacific,2021,Goods in Transit,41209,489
460,China Pacific,2021,Property Damage,59371,3680
461,China Pacific,2021,Employees Compensation,4598,4129
462,China Pacific,2021,Owners Corporation Liability,256,20
463,China Pacific,2021,Other Business,11241,944
464,China Pacific,2021,Pecuniary Loss,0,0
465,China Pacific,2021,Non-Proportional Treaty Reinsurance,0,0
466,China Pacific,2021,Proportional Treaty Reinsurance,0,0
467,China Pacific,2021,Total,170639,45231
468,China Ping An,2021,Accident & Health,454,452
469,China Ping An,2021,Motor Vehicle,216526,167047
470,China Ping An,2021,Aircraft,0,0
471,China Ping An,2021,Ships,0,0
472,China Ping An,2021,Goods in Transit,312,19
473,China Ping An,2021,Property Damage,110840,9198
474,China Ping An,2021,Employees Compensation,39283,39283
475,China Ping An,2021,Owners Corporation Liability,9338,671
476,China Ping An,2021,Other Business,50212,21569
477,China Ping An,2021,Pecuniary Loss,7023,702
478,China Ping An,2021,Non-Proportional Treaty Reinsurance,0,0
479,China Ping An,2021,Proportional Treaty Reinsurance,0,0
480,China Ping An,2021,Total,433988,238941
481,CTPI(HK),2021,Accident & Health,290493,275997
482,CTPI(HK),2021,Motor Vehicle,425708,425708
483,CTPI(HK),2021,Aircraft,8671,7068
484,CTPI(HK),2021,Ships,78926,45705
485,CTPI(HK),2021,Goods in Transit,12394,3397
486,CTPI(HK),2021,Property Damage,317007,57631
487,CTPI(HK),2021,Employees Compensation,217961,207651
488,CTPI(HK),2021,Owners Corporation Liability,720,720
489,CTPI(HK),2021,Other Business,52057,23860
490,CTPI(HK),2021,Pecuniary Loss,-17,-17
491,CTPI(HK),2021,Non-Proportional Treaty Reinsurance,0,0
492,CTPI(HK),2021,Proportional Treaty Reinsurance,0,0
493,CTPI(HK),2021,Total,1403920,1047720
494,Chong Hing,2021,Accident & Health,139,136
495,Chong Hing,2021,Motor Vehicle,3009,3009
496,Chong Hing,2021,Aircraft,0,0
497,Chong Hing,2021,Ships,8,8
498,Chong Hing,2021,Goods in Transit,708,708
499,Chong Hing,2021,Property Damage,5322,4559
500,Chong Hing,2021,Employees Compensation,7332,5155
501,Chong Hing,2021,Owners Corporation Liability,3,3
502,Chong Hing,2021,Other Business,2277,2275
503,Chong Hing,2021,Pecuniary Loss,1,1
504,Chong Hing,2021,Non-Proportional Treaty Reinsurance,0,0
505,Chong Hing,2021,Proportional Treaty Reinsurance,0,0
506,Chong Hing,2021,Total,18799,15854
507,Chubb Insurance,2021,Accident & Health,45144,23743
508,Chubb Insurance,2021,Motor Vehicle,100,2
509,Chubb Insurance,2021,Aircraft,0,0
510,Chubb Insurance,2021,Ships,10716,8426
511,Chubb Insurance,2021,Goods in Transit,42455,33711
512,Chubb Insurance,2021,Property Damage,154610,67259
513,Chubb Insurance,2021,Employees Compensation,52657,40595
514,Chubb Insurance,2021,Owners Corporation Liability,1,1
515,Chubb Insurance,2021,Other Business,241620,134231
516,Chubb Insurance,2021,Pecuniary Loss,0,0
517,Chubb Insurance,2021,Non-Proportional Treaty Reinsurance,0,0
518,Chubb Insurance,2021,Proportional Treaty Reinsurance,0,0
519,Chubb Insurance,2021,Total,547303,307968
520,CIGNA Worldwide General,2021,Accident & Health,793584,791984
521,CIGNA Worldwide General,2021,Motor Vehicle,0,0
522,CIGNA Worldwide General,2021,Aircraft,0,0
523,CIGNA Worldwide General,2021,Ships,0,0
524,CIGNA Worldwide General,2021,Goods in Transit,0,0
525,CIGNA Worldwide General,2021,Property Damage,0,0
526,CIGNA Worldwide General,2021,Employees Compensation,0,0
527,CIGNA Worldwide General,2021,Owners Corporation Liability,0,0
528,CIGNA Worldwide General,2021,Other Business,0,0
529,CIGNA Worldwide General,2021,Pecuniary Loss,0,0
530,CIGNA Worldwide General,2021,Non-Proportional Treaty Reinsurance,0,0
531,CIGNA Worldwide General,2021,Proportional Treaty Reinsurance,0,0
532,CIGNA Worldwide General,2021,Total,793584,791984
533,CMBWL,2021,Accident & Health,8526,8431
534,CMBWL,2021,Motor Vehicle,107769,78884
535,CMBWL,2021,Aircraft,0,0
536,CMBWL,2021,Ships,2684,473
537,CMBWL,2021,Goods in Transit,55,55
538,CMBWL,2021,Property Damage,11017,3361
539,CMBWL,2021,Employees Compensation,178877,168671
540,CMBWL,2021,Owners Corporation Liability,5,5
541,CMBWL,2021,Other Business,11114,7996
542,CMBWL,2021,Pecuniary Loss,300,45
543,CMBWL,2021,Non-Proportional Treaty Reinsurance,0,0
544,CMBWL,2021,Proportional Treaty Reinsurance,0,0
545,CMBWL,2021,Total,320347,267921
546,CNOOC Insurance,2021,Accident & Health,4296,4296
547,CNOOC Insurance,2021,Motor Vehicle,0,0
548,CNOOC Insurance,2021,Aircraft,0,0
549,CNOOC Insurance,2021,Ships,33832,6130
550,CNOOC Insurance,2021,Goods in Transit,0,0
551,CNOOC Insurance,2021,Property Damage,168636,26979
552,CNOOC Insurance,2021,Employees Compensation,0,0
553,CNOOC Insurance,2021,Owners Corporation Liability,0,0
554,CNOOC Insurance,2021,Other Business,0,0
555,CNOOC Insurance,2021,Pecuniary Loss,0,0
556,CNOOC Insurance,2021,Non-Proportional Treaty Reinsurance,0,0
557,CNOOC Insurance,2021,Proportional Treaty Reinsurance,0,0
558,CNOOC Insurance,2021,Total,206764,37405
559,COFACE,2021,Accident & Health,0,0
560,COFACE,2021,Motor Vehicle,0,0
561,COFACE,2021,Aircraft,0,0
562,COFACE,2021,Ships,0,0
563,COFACE,2021,Goods in Transit,0,0
564,COFACE,2021,Property Damage,0,0
565,COFACE,2021,Employees Compensation,0,0
566,COFACE,2021,Owners Corporation Liability,0,0
567,COFACE,2021,Other Business,0,0
568,COFACE,2021,Pecuniary Loss,232196,102385
569,COFACE,2021,Non-Proportional Treaty Reinsurance,0,0
570,COFACE,2021,Proportional Treaty Reinsurance,0,0
571,COFACE,2021,Total,232196,102385
572,Concord,2021,Accident & Health,91,88
573,Concord,2021,Motor Vehicle,259,259
574,Concord,2021,Aircraft,0,0
575,Concord,2021,Ships,467,149
576,Concord,2021,Goods in Transit,0,0
